hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:52279	CCDC92B	coiled-coil domain containing 92B	other	unknown	Approved	17p13.3	17p13.3							2015-12-14			2015-12-14	101928991	ENSG00000261963	OTTHUMG00000178197			XM_017025489				MGI:3588240	RGD:1562276																				
HGNC:38866	CCDC169-SOHLH2	CCDC169-SOHLH2 readthrough	other	readthrough	Approved	13q13.3	13q13.3			C13orf38-SOHLH2	C13orf38-SOHLH2 readthrough			2011-02-21	2011-08-09	2011-11-03	2014-11-19	100526761	ENSG00000250709	OTTHUMG00000162258	uc010tei.3		NM_001198910.1	CCDS55896			MGI:1921684																					
HGNC:44436	CCL15-CCL14	CCL15-CCL14 readthrough (NMD candidate)	other	readthrough	Approved	17q12	17q12							2012-10-08		2013-05-09	2015-01-29	348249	ENSG00000275688	OTTHUMG00000188405	uc060eez.1		NR_027921																									
HGNC:33206	CCNYL3	cyclin Y-like 3	other	unknown	Approved	16p11.2	16p11.2					Cyclins	473	2007-02-09			2017-05-15	102724928	ENSG00000216671				XM_011535351		P0C7X3					CCNYL3																		
HGNC:1708	CD8B2	CD8b2 molecule	other	unknown	Approved	2q12.2	02q12.2			CD8BP	"CD8 antigen, beta polypeptide 2, pseudogene (p37)|CD8b molecule pseudogene"			1992-07-29	2017-03-30	2017-03-30	2017-08-14	927	ENSG00000254126	OTTHUMG00000153183			NM_001349727		A6NJW9	1541829											PGOHUM00000250471											
HGNC:14381	CDRT2	CMT1A duplicated region transcript 2	other	unknown	Approved	17p12	17p12							2001-02-28			2008-07-10	94144								11381029																						
HGNC:14382	CDRT3	CMT1A duplicated region transcript 3	other	unknown	Approved	17p12	17p12							2001-02-28			2008-07-03	94145				AI220446				11381029																						
HGNC:14384	CDRT5	CMT1A duplicated region transcript 5	other	unknown	Approved	17p12	17p12							2001-02-28			2014-11-19	94148								11381029																						
HGNC:14390	CDRT10	CMT1A duplicated region transcript 10	other	unknown	Approved	17p12	17p12							2001-02-28			2008-07-17	94153								11381029																						
HGNC:14391	CDRT11	CMT1A duplicated region transcript 11	other	unknown	Approved	17p12	17p12							2001-02-28			2008-07-17	94154								11381029																						
HGNC:14392	CDRT12	CMT1A duplicated region transcript 12	other	unknown	Approved	17p12	17p12							2001-02-28			2008-07-03	94155								11381029																						
HGNC:14393	CDRT13	CMT1A duplicated region transcript 13	other	unknown	Approved	17p12	17p12							2001-02-28			2008-07-17	94156								11381029																						
HGNC:1838	CECR	cat eye syndrome chromosome region	other	region	Approved	22pter-q11	22pter-q11							2001-06-22			2012-10-02	1055																														
HGNC:38843	CENPS-CORT	CENPS-CORT readthrough	other	readthrough	Approved	1p36.22	01p36.22			APITD1-CORT	APITD1-CORT readthrough			2011-02-21	2017-04-19	2017-04-19	2017-04-19	100526739	ENSG00000251503	OTTHUMG00000162436	uc001arf.4		NM_198544.3	"CCDS53266|CCDS72699"			MGI:1917178																					
HGNC:43879	CENPVL2	centromere protein V like 2	other	unknown	Approved	Xp11.22	Xp11.22			CENPVP2	centromere protein V pseudogene 2			2012-04-17	2016-07-19	2016-07-19	2016-11-16	441495	ENSG00000283093	OTTHUMG00000191517			NR_033773			27250503											PGOHUM00000304619											
HGNC:41998	CHKB-CPT1B	CHKB-CPT1B readthrough (NMD candidate)	other	readthrough	Approved	22q13.33	22q13.33							2011-05-31		2013-05-09	2014-11-19	386593	ENSG00000254413	OTTHUMG00000166282	uc062fnj.1		NR_027928.2																									
HGNC:42960	CHURC1-FNTB	CHURC1-FNTB readthrough	other	readthrough	Approved	14q23.3	14q23.3							2011-09-28			2014-11-19	100529261	ENSG00000125954	OTTHUMG00000170219	uc059ckz.1		NM_001202558																									
HGNC:39977	CKLF-CMTM1	CKLF-CMTM1 readthrough	other	readthrough	Approved	16q21	16q21							2011-04-19			2016-10-05	100529251	ENSG00000254788	OTTHUMG00000167106	uc021tju.2		NM_001202509	"CCDS56000|CCDS73898|CCDS73899"																								
HGNC:29841	CLLU1	chronic lymphocytic leukemia up-regulated 1	other	unknown	Approved	12q22	12q22							2005-06-30			2018-02-09	574028	ENSG00000257127	OTTHUMG00000170103	uc001tcf.3	AJ845162	NR_027932		Q5K131	"19726446|22102831"				CLLU1	616988																	
HGNC:2199	COL1AR	collagen type I alpha receptor	other	unknown	Approved	15	15				collagen, type I, alpha, receptor			1989-05-08		2016-01-21	2016-01-21	1279								2840666					120340																	
HGNC:39849	COL4A2-AS2	COL4A2 antisense 2	other	unknown	Approved	13q34	13q34				"COL4A2 antisense RNA 2 (non-protein coding)|COL4A2 antisense RNA 2"			2011-05-18		2017-01-26	2017-01-26	100129836	ENSG00000224821	OTTHUMG00000149650	uc058yfx.1		NM_001267044							COL4A2-AS2																		
HGNC:33789	COLCA1	colorectal cancer associated 1	other	unknown	Approved	11q23.1	11q23.1	"FLJ45803|CASC12"	cancer susceptibility candidate 12	C11orf92	chromosome 11 open reading frame 92			2009-03-03	2013-08-22	2013-08-22	2015-07-02	399948	ENSG00000196167	OTTHUMG00000166658		AK127703	NM_001302644		Q6ZS62	"24154973|24760461"					615693																	
HGNC:48326	COMMD3-BMI1	COMMD3-BMI1 readthrough	other	readthrough	Approved	10p12.2	10p12.2							2013-05-08			2013-05-08	100532731	ENSG00000269897	OTTHUMG00000184031			NM_001204062	CCDS59213			MGI:88174																					
HGNC:44424	CORO7-PAM16	CORO7-PAM16 readthrough	other	readthrough	Approved	16p13.3	16p13.3							2012-10-03			2012-10-08	100529144	ENSG00000103426	OTTHUMG00000177664	uc002cwf.4		NM_001201479	CCDS58418			MGI:1926135																					
HGNC:51815	CPHXL	cytoplasmic polyadenylated homeobox like	other	unknown	Approved	16q23.1	16q23.1							2015-06-11			2015-06-11	105371346	ENSG00000283755	OTTHUMG00000191920			NG_051307			21110847																						
HGNC:37078	CRNDE	colorectal neoplasia differentially expressed	other	unknown	Approved	16q12.2	16q12.2	"LOC643911|LINC00180|CRNDEP"	long intergenic non-protein coding RNA 180		colorectal neoplasia differentially expressed (non-protein coding)	Long non-coding RNAs (published)	788	2009-06-23		2017-01-19	2017-01-20	643911	ENSG00000245694	OTTHUMG00000172236	uc010vhb.5		NM_001308963			"23226159|24381249|25978564"		RGD:10398753			615624														crnde			
HGNC:2374	CRSP5	cofactor required for Sp1 transcriptional activation, subunit 5	other	unknown	Approved	reserved	reserved	CRSP85			"cofactor required for Sp1 transcriptional activation, subunit 5 (85kD)|cofactor required for Sp1 transcriptional activation, subunit 5, 85kDa"			1999-07-21		2015-11-09	2015-11-09	10688								10377381																						
HGNC:53757	CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough	other	readthrough	Approved	1q25.2	01q25.2							2017-10-19			2017-10-19	111240474	ENSG00000254154	OTTHUMG00000035027																												
HGNC:16847	CSAG2	CSAG family member 2	other	unknown	Approved	Xq28	Xq28	"TRAG3|CT24.2"	cancer/testis antigen family 24, member 2	CSAG3B	"CSAG family, member 3B|CSAG family, member 2"			2004-07-15		2015-11-18	2015-11-18	102723547	ENSG00000268902	OTTHUMG00000022641		AF080246	NM_001080848		Q9Y5P2	10095106				CSAG2							PGOHUM00000258444											
HGNC:26237	CSAG3	CSAG family member 3	other	unknown	Approved	Xq28	Xq28			CSAG3A	"CSAG family, member 3A|CSAG family, member 3"			2005-06-01	2008-03-11	2015-11-18	2015-11-18	389903	ENSG00000268916	OTTHUMG00000188381		BC007228	NM_203311		Q9Y5P2					CSAG3							PGOHUM00000305395											
HGNC:51504	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough	other	readthrough	Approved	7q22.1	07q22.1							2015-01-19			2015-07-22	100861540	ENSG00000282301	OTTHUMG00000191417			NM_001256497	CCDS75639				RGD:1595919																				
HGNC:2708	DCR	Down syndrome chromosome region	other	region	Approved	21q22.3	21q22.3	DSCR						1990-09-10			2007-11-16	1637								1829580																						
HGNC:32231	DEFA1A3	defensin alpha 1 and alpha 3, variable copy number locus	other	region	Approved	8p23.1	08p23.1	"DEFA1|DEFA3|DEFT1P"			defensin, alpha 1 and alpha 3, variable copy number locus	Defensins, alpha	502	2005-08-31		2015-11-18	2015-11-18	613253								"15944200|16039093|15588320|17214878"																						
HGNC:18089	DEFB108A	defensin beta 108A	other	unknown	Approved	8p23.1	08p23.1	DEFB-8		"DEFB108|DEFB108P1"	"defensin, beta 108|defensin, beta 108, pseudogene 1|defensin beta 108 pseudogene 1"	Defensins, beta	503	2002-05-09	2017-04-21	2017-04-21	2017-04-21	503694	ENSG00000229907	OTTHUMG00000165402			NG_005426		A8MXU0	11854508																						
HGNC:30847	DEFB108C	defensin beta 108C	other	unknown	Approved	8p23.1	08p23.1			DEFB108P2	"defensin, beta 108, pseudogene 2|defensin beta 108 pseudogene 2"	Defensins, beta	503	2005-02-28	2017-04-21	2017-04-21	2017-04-21	503837	ENSG00000215371	OTTHUMG00000143856			NG_007389.1		A8MXU0																							
HGNC:33469	DEFB109B	defensin beta 109B	other	unknown	Approved	8p23.1	08p23.1			DEFB109P1B	"defensin, beta 109, pseudogene 1B|defensin beta 109 pseudogene 1B"	Defensins, beta	503	2009-04-24	2017-04-21	2017-04-21	2017-10-04	641517	ENSG00000206034	OTTHUMG00000149982			XR_001756298		Q30KR1			RGD:1560445																				
HGNC:43844	DEFB109C	defensin beta 109C	other	unknown	Approved	8p23.1	08p23.1					Defensins, beta	503	2017-04-21			2017-09-28	100286963	ENSG00000205989	OTTHUMG00000150018			NG_055545			16033865																						
HGNC:2844	DGCR	DiGeorge syndrome chromosome region	other	region	Approved	22q11.21-q11.23	22q11.21-q11.23	CATCH22						2001-06-22			2012-10-02	1714																														
HGNC:19732	DHRS4L1	dehydrogenase/reductase 4 like 1	other	unknown	Approved	14q11.2	14q11.2	SDR25C4	short chain dehydrogenase/reductase family 25C, member 4		dehydrogenase/reductase (SDR family) member 4 like 1	Short chain dehydrogenase/reductase superfamily	743	2003-01-13		2016-05-27	2016-05-27	728635	ENSG00000225766	OTTHUMG00000172193			NM_001082488		P0CG22	"10333503|20525226|22891334"					615195																	
HGNC:13225	DLEU2L	deleted in lymphocytic leukemia 2-like	other	unknown	Approved	1p31.3	01p31.3			BCMSUNL	BCMS upstream neighbor-like			2001-07-09	2006-04-10	2006-04-10	2014-11-18	79469	ENSG00000116652	OTTHUMG00000008984	uc001dbg.2	AF254117	NR_002771			11072235				DLEU2L																		
HGNC:43019	DNAAF4-CCPG1	DNAAF4-CCPG1 readthrough (NMD candidate)	other	readthrough	Approved	15q21.3	15q21.3			DYX1C1-CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)			2011-09-23	2017-03-23	2017-03-23	2017-03-23	100533483	ENSG00000261771	OTTHUMG00000172694	uc059jmd.1		NR_037923																									
HGNC:32397	DNAJB3	DnaJ heat shock protein family (Hsp40) member B3	other	unknown	Approved	2q37.1	02q37.1	HCG3			DnaJ (Hsp40) homolog, subfamily B, member 3	DNAJ (HSP40) heat shock proteins	584	2008-06-17		2015-11-19	2016-10-05	414061	ENSG00000227802	OTTHUMG00000059034			NM_001001394		Q8WWF6			RGD:1594215																				
HGNC:37501	DNAJC25-GNG10	DNAJC25-GNG10 readthrough	other	readthrough	Approved	9q31.3	09q31.3							2009-11-05			2014-11-19	552891	ENSG00000244115	OTTHUMG00000150303	uc004bfn.4		NM_004125.2							DNAJC25-GNG10																		
HGNC:16136	DPH3P1	diphthamide biosynthesis 3 pseudogene 1	other	unknown	Approved	20q13.33	20q13.33	dJ885L7.5		"C20orf143|ZCSL1|DPH3B"	"chromosome 20 open reading frame 143|zinc finger, CSL-type containing 1|DPH3B, KTI11 homolog B (S. cerevisiae)|DPH3, KTI11 homolog (S. cerevisiae) pseudogene 1"			2001-07-17	2010-07-28	2013-06-19	2017-08-14	100132911	ENSG00000233838	OTTHUMG00000032941			NM_080750		Q9H4G8																							
HGNC:42360	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene	other	readthrough	Approved	7q11.23	07q11.23				DTX2P1-UPK3BP1-PMS2P11 readthrough (non-protein coding)			2011-07-06		2016-02-03	2016-02-03	441263	ENSG00000265479	OTTHUMG00000179528	uc011kgn.2	U38980	NR_023383																									
HGNC:3079	DUX1	double homeobox 1	other	unknown	Approved	reserved	reserved				double homeobox, 1			1999-12-01		2010-07-20	2011-02-17	26584				AJ001481	NM_012146		O43812	"9736770|11245978"					611441																	
HGNC:3081	DUX3	double homeobox 3	other	unknown	Approved	reserved	reserved							1999-12-01		2010-07-20	2010-07-20	26582				AF133130	NM_012148		Q96PT4	11245978					611443																	
HGNC:3083	DUX5	double homeobox 5	other	unknown	Approved	reserved	reserved							1999-12-01		2010-07-20	2010-07-20	26581				AF133131	NM_012149		Q96PT3	11245978					611444																	
HGNC:33345	DUXB	double homeobox B	other	unknown	Approved	16q23.1	16q23.1					PRD class homeoboxes and pseudogenes	521	2007-02-15			2016-11-09	100033411	ENSG00000282757	OTTHUMG00000191435			NG_051307			"17005330|17668377"							8580															
HGNC:14401	DYRK1AIP1	DYRK1A interacting protein 1	other	unknown	Approved	reserved	reserved							2001-01-30			2013-03-15	93980																														
HGNC:14459	DYRK1AIP2	DYRK1A interacting protein 2	other	unknown	Approved	reserved	reserved							2001-01-30			2013-03-15	93981																														
HGNC:3142	EBVM1	Epstein Barr virus modification site 1	other	region	Approved	11q23.1	11q23.1							2001-06-22			2012-10-02	1887								"2843323|14526168|1327661"																						
HGNC:3143	EBVS1	Epstein Barr virus integration site 1	other	virus integration site	Approved	1p35	01p35				Epstein Barr virus insertion site 1			1988-07-29		2010-06-17	2010-06-17	1888				K02579				6095452					132850																	
HGNC:53615	EEF1AKMT4-ECE2	EEF1AKMT4-ECE2 readthrough	other	readthrough	Approved	3q27.1	03q27.1				EEF1AKMT4-ECE2			2017-07-14		2017-08-22	2017-08-22	110599583		OTTHUMG00000192543						28520920																						
HGNC:49187	EEF1E1-BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate)	other	readthrough	Approved	6p24.3	06p24.3							2013-09-25			2013-09-25	100526837	ENSG00000265818	OTTHUMG00000179299			NR_037618																									
HGNC:38825	EPPIN-WFDC6	EPPIN-WFDC6 readthrough	other	readthrough	Approved	20q13.12	20q13.12			SPINLW1-WFDC6	SPINLW1-WFDC6 readthrough			2011-02-21	2012-09-03	2012-09-03	2014-11-19	100526773	ENSG00000249139	OTTHUMG00000161548	uc010zxc.3		NM_001198986.1	CCDS56195	"O95925|Q9BQY6"		MGI:1922776																					
HGNC:3442	ERDA1	expanded repeat domain, CAG/CTG 1	other	region	Approved	17q21.3	17q21.3							1999-01-21			2008-08-27	9030				AB007820				"9398837|9774773"					603279																	
HGNC:22218	ERV3-2	endogenous retrovirus group 3 member 2	other	endogenous retrovirus	Approved	7q33	07q33	KIAA1466			endogenous retrovirus group 3, member 2			2011-05-05		2015-12-16	2017-12-06	57612				"AB040899|AL833192"				21542922																						
HGNC:39060	ERV9-1	endogenous retrovirus group 9 member 1	other	endogenous retrovirus	Approved	11q13.2	11q13.2	pTR2			endogenous retrovirus group 9, member 1			2011-05-05		2015-12-16	2017-12-06	100616497				"X15673|X15675|X57147"				"2475853|16029331|21542922"																						
HGNC:41524	ERV18-1	endogenous retrovirus group 18 member 1	other	endogenous retrovirus	Approved	15q21.3	15q21.3				endogenous retrovirus group 18, member 1			2011-05-05		2015-12-16	2017-12-06	100133791				AK126787				21542922																						
HGNC:14602	ERVE-1	endogenous retrovirus group E member 1	other	endogenous retrovirus	Approved	17q11.2	17q11.2	"HERV-E1|HERVE1|TCONS_00025599"		ERVE1	"endogenous retroviral sequence E, 1|endogenous retrovirus group E, member 1"			2001-06-04	2011-05-05	2015-12-16	2017-12-06	85314	ENSG00000267259			"AB062274|BC037342|FM212572"				"11721880|11401426|21542922"					606601																	
HGNC:39048	ERVE-2	endogenous retrovirus group E member 2	other	endogenous retrovirus	Approved	11q13.2	11q13.2				endogenous retrovirus group E, member 2			2011-05-05		2015-12-16	2015-12-16	100862691				FM212575				"18929381|21542922"																						
HGNC:39049	ERVE-3	endogenous retrovirus group E member 3	other	endogenous retrovirus	Approved	8p23.1	08p23.1				endogenous retrovirus group E, member 3			2011-05-05		2015-12-16	2015-12-16	100862700				FM212573				"18929381|21542922"																						
HGNC:39050	ERVE-4	endogenous retrovirus group E member 4	other	endogenous retrovirus	Approved	6q15	06q15		CT-RCC HERV-E		endogenous retrovirus group E, member 4			2011-05-05		2015-12-16	2015-12-16	100616105				"EU137846|JQ733905"				"18292810|21542922"																						
HGNC:38137	ERVFC1-1	endogenous retrovirus group FC1 member 1, envelope	other	endogenous retrovirus	Approved	7q36.2	07q36.2	"FLJ42291|envF(c)2|TCONS_l2_00027524"	HERV-F(c)2_7q36.2 provirus ancestral Env polyprotein		"endogenous retrovirus group FC1, member 1|endogenous retrovirus group FC1 member 1"	Envelope ERV derived genes	1412	2011-05-05		2017-03-30	2017-03-30	346547				AK124285			P60608	"12970426|21542922"																						
HGNC:39047	ERVFH21-1	endogenous retrovirus group FH21 member 1	other	endogenous retrovirus	Approved	7p21.3	07p21.3	HERV-F(XA34)			endogenous retrovirus group FH21, member 1			2011-05-05		2015-12-16	2015-12-16	100616104				AK023847				"15533715|21542922"																						
HGNC:35201	ERVFRD-2	endogenous retrovirus group FRD member 2	other	endogenous retrovirus	Approved	19q13.41	19q13.41	FLJ45949			endogenous retrovirus group FRD, member 2			2011-05-05		2015-12-16	2015-12-16	388560				AK127846				21542922																						
HGNC:49792	ERVFRD-3	endogenous retrovirus group FRD member 3	other	endogenous retrovirus	Approved	9p21.3	09p21.3				endogenous retrovirus group FRD, member 3			2014-02-19		2015-12-16	2017-12-06	100533725	ENSG00000264801	OTTHUMG00000179358		AK091174																										
HGNC:39053	ERVH-1	endogenous retrovirus group H member 1	other	endogenous retrovirus	Approved	4p15.2	04p15.2	HERV-H4p15.2			endogenous retrovirus group H, member 1			2011-05-05		2015-12-16	2017-12-06	100616446	ENSG00000251292	OTTHUMG00000160276	uc032tej.2	"EU669866|BC015108"				"21542922|24681886"																						
HGNC:39054	ERVH-2	endogenous retrovirus group H member 2	other	endogenous retrovirus	Approved	Xp22.32	Xp22.32	HERV-HX			endogenous retrovirus group H, member 2			2011-05-05		2015-12-16	2015-12-16	100616461				"EU195218|EU195219"				"19289097|21542922"																						
HGNC:39055	ERVH-3	endogenous retrovirus group H member 3	other	endogenous retrovirus	Approved	6q12	06q12	"HERV-H/F|TCONS_l2_00025412"			endogenous retrovirus group H, member 3			2011-05-05		2015-12-16	2015-12-16	100289683				"AJ431196|BC021996"				"12482668|21542922"																						
HGNC:21344	ERVH-4	endogenous retrovirus group H member 4	other	endogenous retrovirus	Approved	14q32.2	14q32.2	HERV-HD1	clone c4.2		endogenous retrovirus group H, member 4			2011-05-05		2015-12-16	2015-12-16	51359				"U88895|U35031"				"9349478|21542922"																						
HGNC:39057	ERVH-5	endogenous retrovirus group H member 5	other	endogenous retrovirus	Approved	10p12.1	10p12.1		clone c14.6		endogenous retrovirus group H, member 5			2011-05-05		2015-12-16	2015-12-16	100862699				U35033				"9349478|21542922"																						
HGNC:39058	ERVH-6	endogenous retrovirus group H member 6	other	endogenous retrovirus	Approved	Yq11.223	Yq11.223				endogenous retrovirus group H, member 6			2011-05-05		2015-12-16	2015-12-16	51581				U88898				"9349478|21542922"																						
HGNC:39059	ERVH-7	endogenous retrovirus group H member 7	other	endogenous retrovirus	Approved	14q32.12	14q32.12	TCONS_00022381			endogenous retrovirus group H, member 7			2011-05-05		2015-12-16	2015-12-16	100862698				"BC039675|T67812"				"9349478|21542922"																						
